Student_Name,Gender,Date_of_birth,Age,Father's_name,Mother's_name,Guardian's_name,Orphan,no_of_siblings,Adhaar_No,Address,state,PinCode,Mobile_Number,Contact_email_id,mother_tongue,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,pwd,indian_nationality,out_of_school_child,dropped_continued,contact_no,aadhar_no,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,debt,family_annual_income,no_of_children,academic_stream,status_in_previous_year,appreared_previous_exam,results_in_previous_year_type,mental_issues,drug_addiction ,label
Betty Young,0,28-08-2008,15,Mr.Young,Mrs.Young,-,0,2,9.86E+11,,27,432575,8072595897,Betty.Young@11.com,1,4,6,1,1,1,1,1,0,0,8029036348,7.04E+11,2,2,0,0,0,1,3,2,5,0,4,1,1,4
Beulah Haynes,1,15-07-2006,18,Mr.Haynes,Mrs.Haynes,-,0,1,3.98E+11,,7,357195,9351267209,Beulah.Haynes@91.com,0,3,3,0,1,0,1,1,1,1,8697341312,4.01E+11,0,1,0,1,1,0,2,5,4,0,3,0,1,8
Bill Evans,1,24-06-2004,17,Mr.Evans,Mrs.Evans,-,0,1,3.97E+11,,22,621474,8234679264,Bill.Evans@98.com,0,4,4,1,0,1,1,1,1,0,8561766957,8.08E+11,3,2,0,1,0,0,2,2,5,0,1,1,1,5
Bill Fuller,1,17-05-2004,19,Mr.Fuller,Mrs.Fuller,-,0,1,7.87E+11,,23,325857,9339927343,Bill.Fuller@84.com,1,4,4,1,0,0,1,1,0,0,8662263497,9.83E+11,2,0,0,0,0,2,2,2,2,1,1,1,0,3
Bill Hayes,0,02-06-2008,17,Mr.Hayes,Mrs.Hayes,-,0,1,5.26E+11,,11,738808,8015445605,Bill.Hayes@31.com,1,2,2,1,1,1,0,1,0,0,7959912908,4.75E+11,1,0,0,0,0,2,2,3,3,1,1,0,0,5
Billy Harrison,1,21-03-2001,20,Mr.Harrison,Mrs.Harrison,-,0,1,4.67E+11,,8,508210,8037300732,Billy.Harrison@43.com,0,3,6,1,0,0,0,1,0,0,8966559612,4.94E+11,4,1,1,0,0,1,2,4,2,0,2,1,0,5
Billy Summers,1,24-09-2002,20,Mr.Summers,Mrs.Summers,-,0,2,5.57E+11,,23,181446,8368689312,Billy.Summers@21.com,0,4,2,0,0,1,1,1,0,0,9655008146,3.84E+11,1,3,0,1,1,2,3,3,4,1,4,1,1,5
Birdie Evans,1,18-01-2006,18,Mr.Evans,Mrs.Evans,-,0,2,5.39E+11,,32,338922,9478829941,Birdie.Evans@51.com,0,1,6,0,0,1,0,1,0,0,9028466579,8.10E+11,3,5,0,1,0,1,3,3,5,0,2,0,1,4
Birdie Massey,1,31-10-2003,18,Mr.Massey,Mrs.Massey,-,0,1,6.83E+11,,1,565778,7813894631,Birdie.Massey@21.com,0,3,7,0,1,0,0,1,1,0,8717019835,1.64E+11,2,2,0,1,0,0,2,3,4,1,4,0,1,5
Birdie Stevenson,1,24-08-2006,15,Mr.Stevenson,Mrs.Stevenson,-,0,2,6.29E+11,,6,335643,9821951061,Birdie.Stevenson@82.com,0,1,6,0,0,0,1,1,1,0,8024870613,7.05E+11,5,5,1,0,0,1,3,3,1,0,4,0,0,2
Blake Gibson,0,25-04-2006,14,Mr.Gibson,Mrs.Gibson,-,1,2,8.05E+11,,30,868277,7889541606,Blake.Gibson@12.com,0,3,4,0,1,0,1,1,0,0,9184784065,3.83E+11,4,1,0,0,1,2,3,5,3,0,1,1,0,4
Blake Hughes,1,17-01-2008,14,Mr.Hughes,Mrs.Hughes,-,1,2,4.39E+11,,21,176478,9793920000,Blake.Hughes@80.com,0,1,3,0,0,0,1,1,1,0,8084865064,8.67E+11,1,0,0,1,0,2,3,5,3,0,2,1,0,5
Blanche Farmer,1,31-03-2007,17,Mr.Farmer,Mrs.Farmer,-,0,1,5.12E+11,,2,900111,9019627225,Blanche.Farmer@98.com,0,1,3,0,0,0,0,1,0,0,9945932593,7.13E+11,0,4,0,0,1,0,2,2,3,0,2,1,1,6
Blanche Hardy,0,31-08-2003,14,Mr.Hardy,Mrs.Hardy,-,0,2,2.69E+11,,23,885431,9678280110,Blanche.Hardy@74.com,0,1,6,0,0,1,1,1,1,0,8752004149,9.63E+11,2,4,0,1,0,1,3,2,1,1,1,1,1,4
Blanche Rivera,1,03-01-2004,19,Mr.Rivera,Mrs.Rivera,-,0,2,3.12E+11,,4,405616,9289172568,Blanche.Rivera@78.com,1,1,6,1,0,1,0,1,1,0,8009754179,3.34E+11,1,4,1,0,1,2,3,3,1,0,4,1,0,6
Bobby Collier,0,04-10-2005,20,Mr.Collier,Mrs.Collier,-,0,1,9.89E+11,,2,234753,9179343071,Bobby.Collier@79.com,1,4,7,0,0,1,1,1,0,0,8270379817,7.52E+11,5,2,1,1,1,1,2,5,5,1,4,1,1,5
Bobby Swanson,1,08-07-2005,15,Mr.Swanson,Mrs.Swanson,-,0,1,3.20E+11,,5,609699,8333153655,Bobby.Swanson@59.com,1,3,7,0,0,0,0,1,0,0,8033532994,3.07E+11,3,5,0,0,0,0,2,2,1,0,4,0,1,2
Bradley Andrews,1,21-05-2007,17,Mr.Andrews,Mrs.Andrews,-,1,1,9.73E+11,,12,851607,8102492519,Bradley.Andrews@34.com,1,2,7,0,0,0,0,1,1,0,8372230982,3.99E+11,1,4,0,0,0,2,2,4,2,1,4,1,0,2
Bradley Gill,1,03-11-2008,21,Mr.Gill,Mrs.Gill,-,0,1,2.17E+11,,20,415706,9491245770,Bradley.Gill@89.com,1,1,3,0,1,0,0,1,1,0,9751406586,3.96E+11,2,3,1,0,0,0,2,4,2,0,3,0,1,5
Bradley Wells,1,04-04-2006,19,Mr.Wells,Mrs.Wells,-,0,1,5.71E+11,,15,582096,8969811012,Bradley.Wells@86.com,1,3,5,1,1,0,0,1,1,0,8378577225,3.74E+11,2,0,0,0,0,2,2,5,1,0,2,0,0,6
Brent Craig,1,12-10-2002,20,Mr.Craig,Mrs.Craig,-,0,1,8.77E+11,,30,340515,9250735173,Brent.Craig@55.com,1,2,3,1,1,1,1,1,0,1,8711306488,6.88E+11,5,0,1,1,1,1,2,4,5,1,2,1,1,10
Brent George,0,04-02-2007,17,Mr.George,Mrs.George,-,1,1,6.80E+11,,10,842926,9475002080,Brent.George@50.com,0,4,5,1,0,0,0,1,0,0,9991666537,7.78E+11,3,1,0,0,0,0,2,5,3,1,2,1,0,5
Brent McCoy,1,22-01-2003,17,Mr.McCoy,Mrs.McCoy,-,0,1,3.40E+11,,26,237837,8064926635,Brent.McCoy@28.com,1,4,2,0,0,0,0,1,1,0,8125860516,7.53E+11,5,1,1,0,0,1,2,2,3,1,2,1,1,3
Brent Morton,1,14-08-2002,14,Mr.Morton,Mrs.Morton,-,0,2,9.16E+11,,26,640374,8623090623,Brent.Morton@99.com,1,2,7,1,0,1,0,1,0,0,8782531813,7.04E+11,5,2,0,0,0,0,3,5,2,1,3,1,1,6
Brett Gomez,0,24-12-2002,22,Mr.Gomez,Mrs.Gomez,-,1,1,9.37E+11,,19,710441,9646539716,Brett.Gomez@2.com,0,3,2,1,1,1,0,1,0,1,9508868311,1.97E+11,4,3,1,0,1,0,2,1,3,1,1,0,0,7
Brett Henderson,1,09-04-2004,15,Mr.Henderson,Mrs.Henderson,-,0,1,8.46E+11,,25,332336,7810127785,Brett.Henderson@98.com,0,4,5,0,1,0,1,1,1,0,9439311887,8.30E+11,4,3,0,1,0,0,2,1,2,1,2,0,0,5
Brett Martin,1,29-11-2005,21,Mr.Martin,Mrs.Martin,-,0,2,5.33E+11,,17,778648,8359598962,Brett.Martin@57.com,1,1,4,1,1,1,1,1,1,1,9845331666,7.75E+11,1,2,1,1,1,1,3,4,5,1,3,1,0,9
Brett Soto,0,28-05-2003,16,Mr.Soto,Mrs.Soto,-,0,1,5.69E+11,,7,406979,9044248411,Brett.Soto@38.com,1,3,1,1,0,1,0,1,1,1,9813123249,3.80E+11,5,0,0,0,1,2,2,4,2,0,1,1,0,7
Bruce Burke,1,16-06-2006,20,Mr.Burke,Mrs.Burke,-,0,2,2.46E+11,,2,467900,7968589025,Bruce.Burke@71.com,1,3,3,1,0,0,0,1,0,0,9443310639,6.04E+11,4,5,1,1,0,2,3,3,5,1,3,0,0,5
Bruce Sanchez,0,19-04-2002,14,Mr.Sanchez,Mrs.Sanchez,-,0,2,5.97E+11,,13,364422,9372569421,Bruce.Sanchez@23.com,0,3,3,1,0,1,1,1,1,1,7794928473,6.18E+11,2,3,1,1,1,2,3,5,5,0,3,1,1,8
Bryan Ford,0,03-02-2005,19,Mr.Ford,Mrs.Ford,-,0,1,4.23E+11,,15,461797,8606488252,Bryan.Ford@91.com,1,4,1,0,1,0,0,1,1,0,8488092666,2.39E+11,3,3,0,0,0,0,2,1,3,0,4,0,1,3
Bryan Wood,0,10-07-2002,16,Mr.Wood,Mrs.Wood,-,0,1,6.68E+11,,14,709672,8829497454,Bryan.Wood@33.com,1,2,2,1,1,1,1,1,0,0,7841616979,2.25E+11,4,1,1,0,0,2,2,3,3,1,1,1,1,6
Caleb Reid,0,23-01-2002,21,Mr.Reid,Mrs.Reid,-,1,2,4.26E+11,,25,256169,9062563417,Caleb.Reid@82.com,1,4,5,0,0,0,1,1,1,0,9512690839,6.69E+11,3,1,1,0,0,0,3,1,5,1,2,0,0,4
Caleb Sharp,0,07-09-2001,17,Mr.Sharp,Mrs.Sharp,-,1,1,9.02E+11,,19,492636,7977787370,Caleb.Sharp@92.com,0,1,2,0,0,0,0,1,0,0,8061931559,5.58E+11,3,4,0,0,1,2,2,4,4,1,3,1,0,5
Callie Greer,1,09-05-2005,16,Mr.Greer,Mrs.Greer,-,0,2,8.05E+11,,31,220381,8958940811,Callie.Greer@82.com,1,1,4,1,1,0,1,1,1,1,9286539378,3.10E+11,4,5,1,1,1,2,3,5,4,1,2,1,0,9
Callie Morales,1,16-09-2000,20,Mr.Morales,Mrs.Morales,-,0,2,4.24E+11,,17,174836,8136744966,Callie.Morales@23.com,1,2,2,0,1,1,1,1,1,1,8116074656,6.54E+11,4,5,0,1,1,0,3,2,2,0,3,1,0,8
Cameron Houston,1,17-06-2005,20,Mr.Houston,Mrs.Houston,-,0,2,8.07E+11,,31,513986,8486921152,Cameron.Houston@42.com,0,2,3,1,1,1,1,1,1,0,8814148162,7.36E+11,5,3,1,0,0,2,3,5,1,1,1,1,1,6
Carl Cohen,1,14-11-2006,15,Mr.Cohen,Mrs.Cohen,-,1,2,3.40E+11,,13,953716,8535165641,Carl.Cohen@62.com,0,2,5,1,1,0,0,1,0,1,9254683270,3.65E+11,1,3,1,1,1,1,3,5,3,1,3,0,1,8
Carl Cross,1,21-09-2004,14,Mr.Cross,Mrs.Cross,-,1,2,9.90E+11,,3,268029,9993885931,Carl.Cross@20.com,1,4,3,0,0,1,0,1,0,0,9958757562,3.18E+11,4,2,1,1,1,0,3,2,2,1,4,1,0,6
Carl Jefferson,0,11-08-2000,19,Mr.Jefferson,Mrs.Jefferson,-,0,2,2.43E+11,,2,583654,9944193571,Carl.Jefferson@55.com,0,2,1,1,0,1,0,1,0,1,9080396137,1.50E+11,4,4,1,1,0,2,3,3,4,1,3,0,1,8
Carl Jones,1,12-11-2006,20,Mr.Jones,Mrs.Jones,-,0,2,3.85E+11,,12,293947,9323849067,Carl.Jones@13.com,0,3,6,1,0,0,1,1,1,1,8539864395,6.00E+11,0,2,1,1,1,0,3,2,5,0,2,1,1,9
Carlos Parks,1,01-08-2004,15,Mr.Parks,Mrs.Parks,-,1,2,7.30E+11,,27,983401,9759589799,Carlos.Parks@50.com,0,3,6,1,1,0,1,1,0,0,8272433454,6.75E+11,5,0,1,1,0,2,3,3,3,0,1,0,1,6
Carlos Rice,1,07-07-2001,18,Mr.Rice,Mrs.Rice,-,0,1,8.66E+11,,15,538241,8372792272,Carlos.Rice@12.com,1,3,6,1,1,0,1,1,0,1,8509763653,9.06E+11,0,1,1,1,0,0,2,3,4,0,4,1,0,9
Caroline Freeman,1,07-10-2004,14,Mr.Freeman,Mrs.Freeman,-,1,2,4.37E+11,,25,534634,9137601802,Caroline.Freeman@93.com,0,2,5,1,0,0,1,1,1,0,9764601289,8.84E+11,4,0,1,0,0,1,3,2,3,1,1,1,1,6
Caroline Henderson,0,21-03-2003,15,Mr.Henderson,Mrs.Henderson,-,1,2,9.50E+11,,29,503290,9034398265,Caroline.Henderson@7.com,0,3,1,1,1,1,0,1,0,1,9717364155,7.82E+11,0,5,1,0,1,0,3,5,3,1,1,0,1,9
Carrie Lane,1,16-07-2006,15,Mr.Lane,Mrs.Lane,-,0,1,3.24E+11,,28,546476,7968825803,Carrie.Lane@77.com,1,4,4,1,1,0,0,1,1,0,8215573600,5.99E+11,2,5,1,1,1,2,2,4,5,1,2,0,1,6
Catherine Bell,0,17-04-2006,15,Mr.Bell,Mrs.Bell,-,0,2,8.83E+11,,29,751841,8383431315,Catherine.Bell@65.com,0,1,7,0,1,0,0,1,0,0,8687709287,7.57E+11,2,1,1,0,0,0,3,5,1,1,4,0,0,4
Catherine Hale,0,04-06-2005,20,Mr.Hale,Mrs.Hale,-,0,1,9.94E+11,,11,713724,8393286013,Catherine.Hale@51.com,1,1,3,1,0,0,1,1,1,0,9875326157,9.78E+11,5,4,1,1,0,2,2,4,3,0,2,0,0,5
Catherine Hopkins,0,09-09-2001,18,Mr.Hopkins,Mrs.Hopkins,-,0,1,6.03E+11,,18,933607,8074994761,Catherine.Hopkins@4.com,1,4,7,0,1,1,0,1,0,0,8132264346,6.29E+11,1,5,0,0,0,1,2,1,1,1,3,1,1,4
Catherine Miles,1,10-01-2007,17,Mr.Miles,Mrs.Miles,-,0,2,6.04E+11,,33,706431,8278615614,Catherine.Miles@42.com,1,1,2,1,1,0,0,1,1,1,9041625040,6.96E+11,5,2,0,1,1,2,3,2,4,0,4,1,0,7
Cecelia Bush,1,18-09-2007,15,Mr.Bush,Mrs.Bush,-,1,1,9.71E+11,,13,837191,8398431619,Cecelia.Bush@57.com,0,1,7,0,0,0,0,1,0,0,9720008619,7.12E+11,1,2,0,1,0,1,2,5,1,0,1,1,0,3
Cecelia Owens,0,05-06-2002,20,Mr.Owens,Mrs.Owens,-,0,1,1.34E+11,,2,817192,9530976366,Cecelia.Owens@89.com,0,2,3,1,1,0,1,1,1,0,9214206047,6.76E+11,5,1,0,1,0,1,2,5,2,1,4,1,0,5
Celia Brock,1,27-05-2003,20,Mr.Brock,Mrs.Brock,-,0,1,9.98E+11,,21,780280,7897462915,Celia.Brock@23.com,1,4,6,1,1,0,1,1,0,0,9179309894,8.52E+11,5,4,0,1,1,2,2,4,2,0,1,1,0,5
Celia Craig,1,21-10-2006,18,Mr.Craig,Mrs.Craig,-,0,1,6.59E+11,,13,951169,9526938846,Celia.Craig@78.com,1,2,1,0,0,1,1,1,0,1,9325134680,6.88E+11,2,3,1,0,1,2,2,3,1,0,2,1,1,7
Celia Harrison,1,18-01-2008,14,Mr.Harrison,Mrs.Harrison,-,0,1,4.10E+11,,18,331441,8892944541,Celia.Harrison@95.com,1,1,6,0,0,0,0,1,1,0,7963462624,8.54E+11,2,1,0,1,1,2,2,1,4,0,1,1,0,5
Celia Webb,1,03-06-2002,19,Mr.Webb,Mrs.Webb,-,0,1,7.61E+11,,29,944120,8787115440,Celia.Webb@28.com,0,4,3,1,1,0,1,1,0,0,9008847568,9.59E+11,3,2,1,0,1,2,2,1,4,0,2,0,0,6
Celia Wilkerson,0,04-10-2006,18,Mr.Wilkerson,Mrs.Wilkerson,-,0,2,1.33E+11,,27,492126,8040204108,Celia.Wilkerson@50.com,1,1,5,1,1,0,0,1,1,1,8653590329,1.14E+11,0,3,1,0,1,1,3,1,3,0,2,1,1,9
Chad Peters,0,10-08-2007,19,Mr.Peters,Mrs.Peters,-,1,1,6.13E+11,,29,243456,9347863101,Chad.Peters@69.com,0,4,1,1,1,0,0,1,1,0,9710739099,2.49E+11,3,2,1,1,0,1,2,3,2,0,1,1,1,6
Chad Summers,1,11-09-2000,21,Mr.Summers,Mrs.Summers,-,0,2,9.25E+11,,13,655867,8006189417,Chad.Summers@47.com,0,4,5,0,0,0,0,1,1,0,8625457398,6.13E+11,5,0,0,1,0,0,3,4,3,1,3,0,0,5
Charles Mann,1,26-12-2007,20,Mr.Mann,Mrs.Mann,-,0,2,4.34E+11,,29,185999,9860664282,Charles.Mann@41.com,0,3,1,1,1,0,0,1,1,0,8212013943,4.62E+11,4,1,0,0,0,0,3,4,3,1,4,0,1,5
Charles Mendez,0,07-10-2001,19,Mr.Mendez,Mrs.Mendez,-,0,2,2.07E+11,,15,514897,9173119285,Charles.Mendez@46.com,0,1,7,1,0,0,0,1,1,0,8273780125,6.47E+11,0,3,0,0,1,0,3,1,3,1,4,1,0,6
Charles Morales,1,30-12-2006,17,Mr.Morales,Mrs.Morales,-,0,1,4.37E+11,,30,155939,9307160914,Charles.Morales@34.com,0,2,6,0,0,1,1,1,0,1,8320966456,8.29E+11,4,4,1,0,1,0,2,2,4,1,2,1,1,8
Charles Ortega,0,22-03-2008,16,Mr.Ortega,Mrs.Ortega,-,0,1,8.06E+11,,10,117509,8376872435,Charles.Ortega@59.com,0,1,6,1,1,1,0,1,1,1,7972428568,1.89E+11,0,0,1,1,0,1,2,3,5,0,2,0,1,9
Charlotte Cummings,0,25-08-2008,21,Mr.Cummings,Mrs.Cummings,-,0,1,8.15E+11,,24,190326,8498844249,Charlotte.Cummings@2.com,1,3,5,1,0,1,0,1,1,1,8365011370,3.79E+11,0,1,0,0,1,0,2,3,1,0,3,1,0,9
Charlotte Henderson,1,14-07-2001,18,Mr.Henderson,Mrs.Henderson,-,0,2,1.72E+11,,15,687536,7849924519,Charlotte.Henderson@61.com,1,3,7,1,0,0,1,1,1,0,8134193680,8.24E+11,3,4,1,0,1,1,3,5,3,0,3,0,0,5
Charlotte Hill,1,02-09-2003,20,Mr.Hill,Mrs.Hill,-,0,2,5.25E+11,,28,958396,9128623434,Charlotte.Hill@68.com,1,2,3,0,1,1,0,1,1,0,9233209884,6.81E+11,1,5,1,1,0,0,3,3,5,1,4,0,0,6
Charlotte Perry,1,30-03-2008,20,Mr.Perry,Mrs.Perry,-,0,2,6.17E+11,,6,365261,8463809979,Charlotte.Perry@69.com,1,2,2,0,1,1,0,1,1,0,9325898630,7.77E+11,3,2,0,0,1,2,3,2,4,0,3,0,0,6
Chase Stanley,0,20-09-2005,20,Mr.Stanley,Mrs.Stanley,-,0,1,9.10E+11,,29,552425,7930608671,Chase.Stanley@29.com,0,4,6,0,1,0,0,1,0,1,9008850721,1.72E+11,4,1,1,1,0,0,2,3,4,1,3,1,0,7
Chester Cox,0,28-08-2008,17,Mr.Cox,Mrs.Cox,-,0,1,8.16E+11,,11,495441,9348677917,Chester.Cox@5.com,1,4,4,0,0,0,1,1,0,0,8979060937,6.72E+11,1,2,1,1,0,0,2,2,4,1,4,0,0,4
Chris Allen,1,25-11-2002,21,Mr.Allen,Mrs.Allen,-,0,1,1.63E+11,,31,727110,8226199594,Chris.Allen@13.com,1,1,3,1,1,1,0,1,0,1,9395949935,4.73E+11,4,3,0,0,1,0,2,5,3,0,3,0,0,7
Chris Brock,1,10-06-2003,14,Mr.Brock,Mrs.Brock,-,1,1,3.81E+11,,28,154344,8336090819,Chris.Brock@21.com,0,3,3,1,0,0,0,1,1,0,8544396480,5.31E+11,5,3,0,1,0,0,2,5,3,0,3,1,0,6
Chris Cook,1,10-12-2002,14,Mr.Cook,Mrs.Cook,-,0,2,5.63E+11,,3,439154,8954335177,Chris.Cook@44.com,0,4,5,0,0,1,0,1,1,0,9639347019,9.92E+11,3,5,0,1,1,1,3,5,1,0,1,1,1,5
Christian Henry,1,26-03-2002,19,Mr.Henry,Mrs.Henry,-,0,1,5.91E+11,,1,191392,9566840246,Christian.Henry@91.com,1,1,6,1,0,0,1,1,1,0,9625154182,9.20E+11,3,3,0,0,1,1,2,4,5,0,3,0,1,4
Christina Chapman,1,01-10-2005,21,Mr.Chapman,Mrs.Chapman,-,0,1,3.75E+11,,6,998537,8679398880,Christina.Chapman@25.com,0,2,2,0,1,1,1,1,0,1,9234943728,9.16E+11,2,3,1,0,1,0,2,1,3,0,1,1,0,7
Christina Oliver,0,24-05-2005,15,Mr.Oliver,Mrs.Oliver,-,1,2,5.58E+11,,30,315711,8426225946,Christina.Oliver@30.com,0,2,3,1,1,1,0,1,1,1,8823684508,6.18E+11,4,1,0,1,1,1,3,2,5,0,3,0,0,7
Christina Simmons,0,29-09-2003,16,Mr.Simmons,Mrs.Simmons,-,0,1,2.08E+11,,22,869874,8609928816,Christina.Simmons@77.com,1,2,3,1,1,0,1,1,1,1,9395459425,7.19E+11,0,1,1,1,1,0,2,5,1,0,2,1,0,10
Christine Ward,0,23-01-2005,17,Mr.Ward,Mrs.Ward,-,0,2,4.25E+11,,28,628994,9925472573,Christine.Ward@39.com,1,2,2,1,0,0,0,1,0,0,7916623255,6.90E+11,2,3,1,0,0,0,3,5,3,0,2,0,1,5
Christopher Atkins,1,09-12-2007,16,Mr.Atkins,Mrs.Atkins,-,0,1,3.35E+11,,29,858352,9781147816,Christopher.Atkins@34.com,1,1,2,1,1,0,1,1,0,0,9927965257,9.15E+11,1,3,1,0,1,1,2,5,4,1,4,0,1,6
Christopher Parks,1,13-11-2007,19,Mr.Parks,Mrs.Parks,-,1,1,2.49E+11,,24,563849,8873849446,Christopher.Parks@1.com,1,2,1,1,0,0,1,1,1,1,9406832175,1.48E+11,0,3,1,1,1,0,2,1,3,0,1,1,1,9
Christopher Reese,0,05-08-2008,18,Mr.Reese,Mrs.Reese,-,0,1,6.36E+11,,20,351749,8225333465,Christopher.Reese@48.com,0,4,6,1,1,0,1,1,1,1,9821652666,4.29E+11,1,1,1,1,0,0,2,5,4,1,3,1,1,8
Christopher Santiago,0,18-04-2002,16,Mr.Santiago,Mrs.Santiago,-,0,1,8.88E+11,,25,848836,8406011303,Christopher.Santiago@91.com,0,3,3,0,0,0,0,1,0,0,9500843968,2.96E+11,5,0,0,0,1,1,2,5,4,1,2,1,0,6
Clara Atkins,0,28-05-2001,14,Mr.Atkins,Mrs.Atkins,-,0,1,2.32E+11,,23,198108,9237378850,Clara.Atkins@73.com,1,1,4,0,1,0,1,1,0,1,9235099416,7.86E+11,0,0,0,1,1,1,2,5,3,1,3,1,1,8
Clara Rodgers,0,30-09-2005,21,Mr.Rodgers,Mrs.Rodgers,-,0,1,3.22E+11,,11,430130,9068871252,Clara.Rodgers@46.com,1,2,4,1,1,1,1,1,1,1,9290900522,6.60E+11,2,3,1,1,1,1,2,5,3,0,2,1,1,9
Clara Ross,0,26-06-2007,18,Mr.Ross,Mrs.Ross,-,0,1,7.86E+11,,10,199279,8556704314,Clara.Ross@84.com,1,4,4,1,1,0,0,1,1,0,8043756548,2.47E+11,2,5,1,1,0,0,2,1,2,0,4,1,1,6
Clara Torres,0,29-07-2002,19,Mr.Torres,Mrs.Torres,-,0,2,4.77E+11,,25,569487,8525785991,Clara.Torres@27.com,0,4,7,1,1,0,1,1,1,0,8577365495,6.20E+11,5,3,1,1,1,1,3,1,4,0,1,0,1,6
Clarence Gardner,0,07-05-2006,15,Mr.Gardner,Mrs.Gardner,-,0,1,9.56E+11,,16,629543,8894938357,Clarence.Gardner@4.com,1,4,6,0,1,1,1,1,1,1,7860570133,5.14E+11,3,0,0,1,0,0,2,5,3,0,2,1,1,7
Clarence Garza,1,05-06-2002,17,Mr.Garza,Mrs.Garza,-,0,1,8.03E+11,,18,512485,8498206663,Clarence.Garza@60.com,1,2,3,0,1,1,0,1,0,0,8581673265,4.50E+11,2,4,0,1,0,2,2,1,5,0,3,0,0,5
Claudia Barnett,0,27-12-2006,20,Mr.Barnett,Mrs.Barnett,-,0,2,5.16E+11,,32,417422,7851301001,Claudia.Barnett@48.com,0,1,3,0,0,0,0,1,0,0,8654832459,3.27E+11,5,3,0,1,0,1,3,4,2,1,4,0,1,2
Clayton Campbell,0,18-04-2004,16,Mr.Campbell,Mrs.Campbell,-,0,1,5.24E+11,,23,430826,8477283520,Clayton.Campbell@2.com,1,4,5,0,1,0,1,1,0,0,8593657838,3.84E+11,5,4,0,0,1,1,2,1,4,0,1,1,1,5
Clayton Wilson,1,19-02-2002,18,Mr.Wilson,Mrs.Wilson,-,0,2,4.75E+11,,4,332183,7963375962,Clayton.Wilson@4.com,1,2,1,0,1,1,1,1,1,1,9591612440,4.02E+11,0,3,0,0,0,0,3,3,4,1,2,0,0,8
Clifford Burton,0,07-10-2004,19,Mr.Burton,Mrs.Burton,-,0,1,1.62E+11,,9,385831,9898213337,Clifford.Burton@66.com,1,2,2,0,0,0,1,1,1,0,7893094748,5.46E+11,2,4,0,1,0,2,2,3,2,0,2,1,0,4
Clyde Ellis,0,29-09-2003,20,Mr.Ellis,Mrs.Ellis,-,0,1,6.98E+11,,1,493819,9063639750,Clyde.Ellis@94.com,0,1,6,1,0,1,0,1,1,0,9189587400,4.19E+11,5,2,1,0,1,2,2,4,3,1,4,1,1,6
Clyde Maldonado,0,01-04-2002,16,Mr.Maldonado,Mrs.Maldonado,-,1,2,1.43E+11,,27,560240,8144441970,Clyde.Maldonado@74.com,0,4,4,0,0,0,0,1,0,0,9752418541,3.98E+11,5,3,1,0,0,0,3,5,2,1,4,0,0,2
Clyde Parsons,1,01-08-2007,17,Mr.Parsons,Mrs.Parsons,-,0,1,7.47E+11,,23,256564,9632376500,Clyde.Parsons@18.com,1,4,7,0,1,0,0,1,1,0,9798874532,5.20E+11,5,0,0,0,0,2,2,2,5,0,3,1,0,4
Cody Martinez,1,28-11-2002,16,Mr.Martinez,Mrs.Martinez,-,1,1,5.08E+11,,19,587998,8460189940,Cody.Martinez@38.com,1,4,6,0,0,0,1,1,1,0,9002745720,6.54E+11,5,3,1,0,1,0,2,1,2,1,2,1,0,5
Cody Parks,1,16-08-2007,20,Mr.Parks,Mrs.Parks,-,0,1,2.22E+11,,9,939571,9593025933,Cody.Parks@32.com,1,2,2,1,1,1,0,1,0,1,8495128172,8.83E+11,3,0,0,1,1,2,2,3,4,1,2,1,0,10
Cody Tate,0,26-05-2006,14,Mr.Tate,Mrs.Tate,-,0,2,9.63E+11,,30,227570,8933650244,Cody.Tate@35.com,0,2,6,1,1,0,1,1,0,1,8600146671,3.77E+11,1,2,1,0,1,0,3,4,1,0,4,1,1,7
Cole Briggs,1,17-10-2004,16,Mr.Briggs,Mrs.Briggs,-,0,1,5.94E+11,,13,724351,9992236538,Cole.Briggs@41.com,0,1,7,0,0,0,1,1,0,0,9402368075,3.43E+11,1,0,1,1,1,2,2,4,1,0,4,1,1,6
Cole Reed,0,17-11-2004,20,Mr.Reed,Mrs.Reed,-,0,2,6.04E+11,,10,749530,9762073456,Cole.Reed@76.com,1,4,3,0,1,0,1,1,1,0,7858802472,1.21E+11,3,2,1,1,1,0,3,3,5,1,2,0,0,6
Connor Francis,0,14-11-2004,19,Mr.Francis,Mrs.Francis,-,0,1,7.20E+11,,4,273020,8562067786,Connor.Francis@94.com,0,2,6,0,1,0,0,1,1,0,9582326286,9.23E+11,1,1,0,0,1,1,2,2,1,1,1,1,1,4
Cora Banks,0,06-08-2001,19,Mr.Banks,Mrs.Banks,-,0,2,2.60E+11,,4,688878,9206523295,Cora.Banks@70.com,0,3,4,0,1,0,0,1,0,0,8441083402,9.00E+11,1,2,0,1,0,2,3,4,3,1,4,0,0,3
Cora Greene,0,20-07-2003,16,Mr.Greene,Mrs.Greene,-,0,1,4.17E+11,,29,224398,7906542719,Cora.Greene@54.com,1,1,3,0,0,0,1,1,1,0,9551514654,6.47E+11,0,0,1,1,0,1,2,5,2,0,3,0,1,6
